case_number,location,total_occupants,total_units,licence_commenced,licence_expires,licence_expires_date,is_active,normalized_address,postcode,house_number,street_name
24/02738/HMOMAN,"76 East Avenue, OX4 1XP",6.0,,2024-10-19,2026-12-01,2026-12-01,True,"76 East Avenue, Ox4 1Xp",OX4 1XP,76,East ave
24/02739/HMOMAN,"2 Cross Street, OX4 1BZ",5.0,5.0,2024-10-23,2026-12-16,2026-12-16,True,"2 Cross Street, Ox4 1Bz",OX4 1BZ,2,Cross st
24/02741/HMOMAN,"83 James Street, OX4 1EX",6.0,6.0,2024-10-27,2027-01-04,2027-01-04,True,"83 James Street, Ox4 1Ex",OX4 1EX,83,James st
24/02742/HMOMAN,"44 Charles Street, OX4 3AS",6.0,6.0,2024-10-12,2026-12-01,2026-12-01,True,"44 Charles Street, Ox4 3As",OX4 3AS,44,Charles st
24/02743/HMOADD,"9 Cross Street, OX4 1BZ",3.0,3.0,2024-10-19,2026-12-02,2026-12-02,True,"9 Cross Street, Ox4 1Bz",OX4 1BZ,9,Cross st
24/02745/HMOMAN,"8 Boulter Street, OX4 1AX",5.0,5.0,2024-10-23,2026-10-22,2026-10-22,True,"8 Boulter Street, Ox4 1Ax",OX4 1AX,8,Boulter st
24/02746/HMOADD,"14 Girdlestone Road, Headington, OX3 7LZ",4.0,,2024-10-04,2026-10-03,2026-10-03,True,"14 Girdlestone Road, Headington, Ox3 7Lz",OX3 7LZ,14,Girdlestone rd
24/02747/HMOADD,"Flat 1, 92 Botley Road, OX2 0BW",4.0,,2024-10-12,2025-10-11,2025-10-11,True,"Flat 1, 92 Botley Road, Ox2 0Bw",OX2 0BW,1,Botley rd
24/02748/HMOADD,"23 Venneit Close, OX1 1HZ",3.0,3.0,2024-10-13,2027-01-06,2027-01-06,True,"23 Venneit Close, Ox1 1Hz",OX1 1HZ,23,Venneit cl
24/02749/HMOADD,"3 Marston Road, OX4 1FN",3.0,3.0,2024-10-20,2025-10-19,2025-10-19,True,"3 Marston Road, Ox4 1Fn",OX4 1FN,3,Marston rd
24/02750/HMOADD,"140 Magdalen Road, OX4 1RL",4.0,5.0,2024-10-22,2025-12-26,2025-12-26,True,"140 Magdalen Road, Ox4 1Rl",OX4 1RL,140,Magdalen rd
24/02751/HMOADD,"44 Girdlestone Road, Headington, OX3 7NA",4.0,,2024-10-25,2027-01-04,2027-01-04,True,"44 Girdlestone Road, Headington, Ox3 7Na",OX3 7NA,44,Girdlestone rd
24/02752/HMOADD,"39 Venneit Close, OX1 1HY",3.0,,2024-10-27,2027-01-04,2027-01-04,True,"39 Venneit Close, Ox1 1Hy",OX1 1HY,39,Venneit cl
24/02753/HMOADD,"18 Venneit Close, OX1 1HZ",3.0,,2024-10-26,2027-01-04,2027-01-04,True,"18 Venneit Close, Ox1 1Hz",OX1 1HZ,18,Venneit cl
24/02754/HMOADD,"45 Venneit Close, OX1 1HY",3.0,,2024-10-29,2027-01-04,2027-01-04,True,"45 Venneit Close, Ox1 1Hy",OX1 1HY,45,Venneit cl
24/02755/HMOADD,"65 Venneit Close, OX1 1HY",3.0,3.0,2024-10-10,2026-10-09,2026-10-09,True,"65 Venneit Close, Ox1 1Hy",OX1 1HY,65,Venneit cl
24/02756/HMOADD,"21 Randolph Street, OX4 1XZ",3.0,3.0,2024-10-07,2026-05-01,2026-05-01,True,"21 Randolph Street, Ox4 1Xz",OX4 1XZ,21,Randolph st
24/02762/HMOADD,"41 Jeune Street, OX4 1BN",4.0,4.0,2024-10-19,2029-10-18,2029-10-18,True,"41 Jeune Street, Ox4 1Bn",OX4 1BN,41,Jeune st
24/02763/HMOMAN,"100 Abingdon Road, OX1 4PX",9.0,,2024-10-17,2025-10-16,2025-10-16,True,"100 Abingdon Road, Ox1 4Px",OX1 4PX,100,Abingdon rd
24/02764/HMOADD,"35 Ferry Road, OX3 0EU",4.0,,2024-10-20,2029-10-19,2029-10-19,True,"35 Ferry Road, Ox3 0Eu",OX3 0EU,35,Ferry rd
24/02765/HMOADD,"17 Colterne Close, OX3 0BA",4.0,4.0,2024-10-23,2025-10-22,2025-10-22,True,"17 Colterne Close, Ox3 0Ba",OX3 0BA,17,Colterne cl
24/02767/HMOADD,"22 Regent Street, OX4 1QX",4.0,,2024-10-19,2025-10-18,2025-10-18,True,"22 Regent Street, Ox4 1Qx",OX4 1QX,22,Regent st
24/02769/HMOMAN,"39 Rectory Road, OX4 1BU",5.0,5.0,2024-10-20,2025-10-19,2025-10-19,True,"39 Rectory Road, Ox4 1Bu",OX4 1BU,39,Rectory rd
24/02770/HMOADD,"323 Meadow Lane, OX4 4BJ",3.0,,2024-10-21,2025-10-20,2025-10-20,True,"323 Meadow Lane, Ox4 4Bj",OX4 4BJ,323,Meadow ln
24/02771/HMOMAN,"2 Regent Street, OX4 1QU",5.0,5.0,2024-10-24,2025-10-23,2025-10-23,True,"2 Regent Street, Ox4 1Qu",OX4 1QU,2,Regent st
24/02772/HMOADD,"62A Cowley Road, OX4 1JB",4.0,4.0,2024-10-08,2026-10-07,2026-10-07,True,"62A Cowley Road, Ox4 1Jb",OX4 1JB,62A,Cowley rd
24/02773/HMOADD,"94A St Mary's Road, OX4 1QD",4.0,4.0,2024-10-20,2026-10-19,2026-10-19,True,"94A St Mary'S Road, Ox4 1Qd",OX4 1QD,94A,st Mary'S rd
24/02775/HMOMAN,"77 Botley Road, OX2 0EZ",5.0,5.0,2024-10-02,2026-10-01,2026-10-01,True,"77 Botley Road, Ox2 0Ez",OX2 0EZ,77,Botley rd
24/02777/HMOADD,"22 Lyndworth Close, OX3 9ER",3.0,,2024-10-29,2025-10-28,2025-10-28,True,"22 Lyndworth Close, Ox3 9Er",OX3 9ER,22,Lyndworth cl
24/02778/HMOADD,"103 Gipsy Lane, OX3 7PU",7.0,7.0,2024-11-01,2026-10-31,2026-10-31,True,"103 Gipsy Lane, Ox3 7Pu",OX3 7PU,103,Gipsy ln
24/02779/HMOMAN,"28 St Martin's Road, OX4 4RS",6.0,,2024-10-24,2026-10-23,2026-10-23,True,"28 St Martin'S Road, Ox4 4Rs",OX4 4RS,28,st Martin'S rd
24/02780/HMOADD,"165 Dene Road, OX3 7JA",4.0,4.0,2024-10-27,2025-10-26,2025-10-26,True,"165 Dene Road, Ox3 7Ja",OX3 7JA,165,Dene rd
24/02781/HMOADD,"243 Marston Road, Marston, OX3 0EN",4.0,,2024-10-02,2026-10-01,2026-10-01,True,"243 Marston Road, Marston, Ox3 0En",OX3 0EN,243,Marston rd
24/02782/HMOADD,"6 Summerfield, OX1 4RU",4.0,3.0,2024-10-30,2025-10-29,2025-10-29,True,"6 Summerfield, Ox1 4Ru",OX1 4RU,6,Summerfield
24/02783/HMOADD,"2 Cave Street, OX4 1BA",3.0,3.0,2024-10-27,2026-10-26,2026-10-26,True,"2 Cave Street, Ox4 1Ba",OX4 1BA,2,Cave st
24/02784/HMOADD,"3 Earl Street, OX2 0JA",3.0,3.0,2024-10-28,2025-10-27,2025-10-27,True,"3 Earl Street, Ox2 0Ja",OX2 0JA,3,Earl st
24/02786/HMOADD,"24 Boundary Brook Road, OX4 4AN",4.0,4.0,2024-10-07,2025-10-06,2025-10-06,True,"24 Boundary Brook Road, Ox4 4An",OX4 4AN,24,Boundary Brook rd
24/02788/HMOADD,"126A Oxford Road, Cowley, OX4 2DU",4.0,,2024-10-08,2025-10-07,2025-10-07,True,"126A Oxford Road, Cowley, Ox4 2Du",OX4 2DU,126A,Oxford rd
24/02789/HMOADD,"13 Norton Close, Headington, OX3 7BQ",4.0,3.0,2024-10-26,2026-10-25,2026-10-25,True,"13 Norton Close, Headington, Ox3 7Bq",OX3 7BQ,13,Norton cl
24/02790/HMOMAN,"184A Fern Hill Road, OX4 2JR",6.0,5.0,2024-10-14,2025-10-13,2025-10-13,True,"184A Fern Hill Road, Ox4 2Jr",OX4 2JR,184A,Fern Hill rd
24/02791/HMOADD,"1 Horspath Road, OX4 2QL",4.0,,2024-10-19,2025-10-18,2025-10-18,True,"1 Horspath Road, Ox4 2Ql",OX4 2QL,1,Horspath rd
24/02793/HMOMAN,"61 Warburg Crescent, OX4 6BS",6.0,0.0,2024-10-14,2025-10-13,2025-10-13,True,"61 Warburg Crescent, Ox4 6Bs",OX4 6BS,61,Warburg Crescent
24/02795/HMOCBF,"27 Fern Hill Road, OX4 2JN",6.0,2.0,2024-10-19,2025-10-18,2025-10-18,True,"27 Fern Hill Road, Ox4 2Jn",OX4 2JN,27,Fern Hill rd
24/02796/HMOMAN,"60 Hugh Allen Crescent, OX3 0HN",5.0,0.0,2024-11-15,2025-11-14,2025-11-14,True,"60 Hugh Allen Crescent, Ox3 0Hn",OX3 0HN,60,Hugh Allen Crescent
24/02797/HMOADD,"103 Morrell Avenue, OX4 1NQ",4.0,4.0,2024-10-22,2025-10-21,2025-10-21,True,"103 Morrell Avenue, Ox4 1Nq",OX4 1NQ,103,Morrell ave
24/02799/HMOADD,"235A Cowley Road, OX4 1XG",4.0,3.0,2024-10-21,2029-10-20,2029-10-20,True,"235A Cowley Road, Ox4 1Xg",OX4 1XG,235A,Cowley rd
24/02800/HMOADD,"75 Princes Street, OX4 1DE",4.0,4.0,2024-11-01,2025-12-28,2025-12-28,True,"75 Princes Street, Ox4 1De",OX4 1DE,75,Princes st
24/02801/HMOMAN,"10 Cricket Road, OX4 3DG",5.0,,2024-10-12,2025-10-11,2025-10-11,True,"10 Cricket Road, Ox4 3Dg",OX4 3DG,10,Cricket rd
24/02802/HMOMAN,"17 Aston Street, OX4 1EW",5.0,5.0,2024-10-10,2026-10-09,2026-10-09,True,"17 Aston Street, Ox4 1Ew",OX4 1EW,17,Aston st
24/02803/HMOMAN,"23 Fairacres Road, OX4 1TH",6.0,6.0,2024-10-27,2025-10-26,2025-10-26,True,"23 Fairacres Road, Ox4 1Th",OX4 1TH,23,Fairacres rd
24/02807/HMOADD,"2 Oxford Road, Cowley, OX4 2DR",4.0,,2024-10-13,2025-10-12,2025-10-12,True,"2 Oxford Road, Cowley, Ox4 2Dr",OX4 2DR,2,Oxford rd
24/02808/HMOMAN,"46 Ambleside Drive, OX3 0AQ",8.0,,2024-10-10,2025-10-09,2025-10-09,True,"46 Ambleside Drive, Ox3 0Aq",OX3 0AQ,46,Ambleside dr
24/02809/HMOMAN,"4 Eastern Avenue, OX4 4QS",6.0,9.0,2024-10-24,2025-12-04,2025-12-04,True,"4 Eastern Avenue, Ox4 4Qs",OX4 4QS,4,Eastern ave
24/02812/HMOMAN,"85 Barns Road, OX4 3QZ",5.0,5.0,2024-10-24,2025-10-23,2025-10-23,True,"85 Barns Road, Ox4 3Qz",OX4 3QZ,85,Barns rd
24/02813/HMOMAN,"16 Bridge Street, OX2 0BA",7.0,7.0,2024-10-24,2025-10-23,2025-10-23,True,"16 Bridge Street, Ox2 0Ba",OX2 0BA,16,Bridge st
24/02814/HMOADD,"64 Stratford Street, OX4 1SW",4.0,4.0,2024-10-20,2025-10-19,2025-10-19,True,"64 Stratford Street, Ox4 1Sw",OX4 1SW,64,Stratford st
24/02815/HMOADD,"4 Newman Road, OX4 3UJ",3.0,3.0,2024-10-19,2025-10-18,2025-10-18,True,"4 Newman Road, Ox4 3Uj",OX4 3UJ,4,Newman rd
24/02816/HMOMAN,"223 Cowley Road, OX4 1XG",8.0,8.0,2024-10-17,2025-10-16,2025-10-16,True,"223 Cowley Road, Ox4 1Xg",OX4 1XG,223,Cowley rd
24/02817/HMOADD,"6 Leopold Street, OX4 1PS",4.0,4.0,2024-10-24,2025-10-23,2025-10-23,True,"6 Leopold Street, Ox4 1Ps",OX4 1PS,6,Leopold st
24/02818/HMOMAN,"98 Bullingdon Road, OX4 1QN",6.0,,2024-10-24,2025-10-23,2025-10-23,True,"98 Bullingdon Road, Ox4 1Qn",OX4 1QN,98,Bullingdon rd
24/02819/HMOADD,"156 Headley Way, OX3 7SZ",4.0,,2024-10-16,2025-10-15,2025-10-15,True,"156 Headley Way, Ox3 7Sz",OX3 7SZ,156,Headley Way
24/02820/HMOADD,"208 Headley Way, OX3 7TA",4.0,4.0,2024-10-23,2025-10-22,2025-10-22,True,"208 Headley Way, Ox3 7Ta",OX3 7TA,208,Headley Way
24/02821/HMOADD,"21 Green Place, OX1 4RF",3.0,3.0,2024-10-07,2025-10-06,2025-10-06,True,"21 Green Place, Ox1 4Rf",OX1 4RF,21,Green pl
24/02822/HMOMAN,"283 Iffley Road, OX4 4AQ",8.0,8.0,2024-10-14,2025-10-13,2025-10-13,True,"283 Iffley Road, Ox4 4Aq",OX4 4AQ,283,Iffley rd
24/02823/HMOMAN,"5 Kennett Road, Headington, OX3 7BH",6.0,,2024-10-19,2025-10-18,2025-10-18,True,"5 Kennett Road, Headington, Ox3 7Bh",OX3 7BH,5,Kennett rd
24/02825/HMOMAN,"104 Bulan Road, OX3 7HX",5.0,5.0,2024-10-08,2025-10-07,2025-10-07,True,"104 Bulan Road, Ox3 7Hx",OX3 7HX,104,Bulan rd
24/02826/HMOMAN,"26 Campbell Road, OX4 3PF",5.0,,2024-10-10,2025-10-09,2025-10-09,True,"26 Campbell Road, Ox4 3Pf",OX4 3PF,26,Campbell rd
24/02827/HMOADD,"31 Lambourn Road, OX4 4SB",3.0,3.0,2024-10-16,2025-10-15,2025-10-15,True,"31 Lambourn Road, Ox4 4Sb",OX4 4SB,31,Lambourn rd
24/02833/HMOMAN,"82 Arlington Drive, OX3 0SJ",8.0,0.0,2024-10-14,2025-10-13,2025-10-13,True,"82 Arlington Drive, Ox3 0Sj",OX3 0SJ,82,Arlington dr
24/02835/HMOADD,"Flat 7, The Firs, Hernes Road, OX2 7QN",4.0,,2024-10-26,2029-10-25,2029-10-25,True,"Flat 7, The Firs, Hernes Road, Ox2 7Qn",OX2 7QN,7,The Firs
24/02836/HMOMAN,"4 Atkyns Road, OX3 8RA",5.0,,2024-10-10,2025-10-09,2025-10-09,True,"4 Atkyns Road, Ox3 8Ra",OX3 8RA,4,Atkyns rd
24/02838/HMOADD,"18 Cardwell Crescent, OX3 7QE",4.0,4.0,2024-10-07,2026-10-06,2026-10-06,True,"18 Cardwell Crescent, Ox3 7Qe",OX3 7QE,18,Cardwell Crescent
24/02839/HMOMAN,"76 Campbell Road, OX4 3NU",5.0,,2024-10-16,2025-10-15,2025-10-15,True,"76 Campbell Road, Ox4 3Nu",OX4 3NU,76,Campbell rd
24/02840/HMOMAN,"30 Bartlemas Road, OX4 1XX",6.0,5.0,2024-10-17,2026-10-16,2026-10-16,True,"30 Bartlemas Road, Ox4 1Xx",OX4 1XX,30,Bartlemas rd
24/02841/HMOMAN,"22 Bulan Road, OX3 7HT",5.0,5.0,2024-10-20,2025-10-19,2025-10-19,True,"22 Bulan Road, Ox3 7Ht",OX3 7HT,22,Bulan rd
24/02842/HMOMAN,"94 Walton Street, OX2 6EB",6.0,6.0,2024-10-17,2026-01-27,2026-01-27,True,"94 Walton Street, Ox2 6Eb",OX2 6EB,94,Walton st
24/02844/HMOCBF,"189 Howard Street, OX4 3BB",9.0,,2024-10-25,2025-11-07,2025-11-07,True,"189 Howard Street, Ox4 3Bb",OX4 3BB,189,Howard st
24/02845/HMOMAN,"86 East Avenue, OX4 1XR",6.0,5.0,2024-10-23,2025-10-22,2025-10-22,True,"86 East Avenue, Ox4 1Xr",OX4 1XR,86,East ave
24/02846/HMOMAN,"229 Cowley Road, OX4 1XG",17.0,13.0,2024-10-08,2025-10-07,2025-10-07,True,"229 Cowley Road, Ox4 1Xg",OX4 1XG,229,Cowley rd
24/02847/HMOMAN,"44A Ambleside Drive, OX3 0AQ",6.0,,2024-10-10,2025-10-09,2025-10-09,True,"44A Ambleside Drive, Ox3 0Aq",OX3 0AQ,44A,Ambleside dr
24/02848/HMOMAN,"99 Valentia Road, Headington, OX3 7PP",6.0,,2024-10-02,2025-10-01,2025-10-01,True,"99 Valentia Road, Headington, Ox3 7Pp",OX3 7PP,99,Valentia rd
24/02850/HMOMAN,"43 St Mary's Road, OX4 1PY",5.0,5.0,2024-10-18,2026-10-17,2026-10-17,True,"43 St Mary'S Road, Ox4 1Py",OX4 1PY,43,st Mary'S rd
24/02851/HMOADD,"13 Waynflete Road, OX3 8BQ",4.0,4.0,2024-10-15,2029-10-14,2029-10-14,True,"13 Waynflete Road, Ox3 8Bq",OX3 8BQ,13,Waynflete rd
24/02852/HMOADD,"2 Flexney Place, OX3 7NN",4.0,,2024-10-04,2025-10-03,2025-10-03,True,"2 Flexney Place, Ox3 7Nn",OX3 7NN,2,Flexney pl
24/02854/HMOMAN,"8 Reliance Way, OX4 2FU",6.0,,2024-10-15,2029-10-14,2029-10-14,True,"8 Reliance Way, Ox4 2Fu",OX4 2FU,8,Reliance Way
24/02855/HMOCBF,"355 Cowley Road, OX4 2BP",7.0,4.0,2024-10-25,2026-10-24,2026-10-24,True,"355 Cowley Road, Ox4 2Bp",OX4 2BP,355,Cowley rd
24/02856/HMOMAN,"119 Ferry Road, OX3 0EX",5.0,,2024-10-02,2025-10-01,2025-10-01,True,"119 Ferry Road, Ox3 0Ex",OX3 0EX,119,Ferry rd
24/02857/HMOMAN,"19 Nuffield Road, OX3 8RQ",6.0,,2024-10-27,2029-10-26,2029-10-26,True,"19 Nuffield Road, Ox3 8Rq",OX3 8RQ,19,Nuffield rd
24/02859/HMOMAN,"38 Regent Street, OX4 1QX",7.0,7.0,2024-10-27,2029-10-26,2029-10-26,True,"38 Regent Street, Ox4 1Qx",OX4 1QX,38,Regent st
24/02860/HMOMAN,"386 Cowley Road, OX4 2BY",7.0,,2024-10-02,2026-10-01,2026-10-01,True,"386 Cowley Road, Ox4 2By",OX4 2BY,386,Cowley rd
24/02861/HMOMAN,"37 Bulan Road, OX3 7HU",5.0,,2024-10-02,2026-10-01,2026-10-01,True,"37 Bulan Road, Ox3 7Hu",OX3 7HU,37,Bulan rd
24/02862/HMOMAN,"148A Cowley Road, OX4 1JJ",6.0,,2024-10-24,2026-10-23,2026-10-23,True,"148A Cowley Road, Ox4 1Jj",OX4 1JJ,148A,Cowley rd
24/02863/HMOMAN,"21 Ridgefield Road, OX4 3BT",6.0,6.0,2024-10-25,2025-10-24,2025-10-24,True,"21 Ridgefield Road, Ox4 3Bt",OX4 3BT,21,Ridgefield rd
24/02868/HMOMAN,"9 Parsons Place, OX4 1NL",5.0,5.0,2024-10-07,2029-12-18,2029-12-18,True,"9 Parsons Place, Ox4 1Nl",OX4 1NL,9,Parsons pl
24/02869/HMOMAN,"30 Windmill Road, OX3 7BX",5.0,5.0,2024-10-12,2029-12-26,2029-12-26,True,"30 Windmill Road, Ox3 7Bx",OX3 7BX,30,Windmill rd
24/02870/HMOMAN,"24 Marlborough Road, OX1 4LP",5.0,5.0,2024-10-15,2029-01-27,2029-01-27,True,"24 Marlborough Road, Ox1 4Lp",OX1 4LP,24,Marlborough rd
24/02872/HMOCBF,"53 Field Avenue, OX4 6PA",5.0,4.0,2024-10-15,2025-11-14,2025-11-14,True,"53 Field Avenue, Ox4 6Pa",OX4 6PA,53,Field ave
24/02873/HMOMAN,"102B Cowley Road, OX4 1JE",5.0,5.0,2024-10-31,2030-05-21,2030-05-21,True,"102B Cowley Road, Ox4 1Je",OX4 1JE,102B,Cowley rd
24/02874/HMOCBF,"56 Ashhurst Way, OX4 4RF",12.0,4.0,2024-10-02,2025-10-01,2025-10-01,True,"56 Ashhurst Way, Ox4 4Rf",OX4 4RF,56,Ashhurst Way
24/02875/HMOMAN,"83 Divinity Road, OX4 1LN",6.0,6.0,2021-12-21,2026-12-20,2026-12-20,True,"83 Divinity Road, Ox4 1Ln",OX4 1LN,83,Divinity rd
24/02876/HMOCBF,"272 Abingdon Road, OX1 4TA",4.0,4.0,2024-10-31,2026-01-04,2026-01-04,True,"272 Abingdon Road, Ox1 4Ta",OX1 4TA,272,Abingdon rd
24/02878/HMOADD,"10 Denmark Street, OX4 1QS",4.0,4.0,2024-10-04,2025-11-14,2025-11-14,True,"10 Denmark Street, Ox4 1Qs",OX4 1QS,10,Denmark st
24/02879/HMOADD,"45 Vicarage Road, OX1 4RE",3.0,,2024-10-21,2026-07-03,2026-07-03,True,"45 Vicarage Road, Ox1 4Re",OX1 4RE,45,Vicarage rd
24/02880/HMOMAN,"17 Pauling Road, OX3 8PU",10.0,10.0,2024-10-17,2026-10-16,2026-10-16,True,"17 Pauling Road, Ox3 8Pu",OX3 8PU,17,Pauling rd
24/02881/HMOMAN,"48 Southfield Road, OX4 1NZ",6.0,6.0,2024-10-14,2025-10-13,2025-10-13,True,"48 Southfield Road, Ox4 1Nz",OX4 1NZ,48,Southfield rd
24/02882/HMOADD,119A Botley Road,4.0,4.0,2024-10-26,2025-10-25,2025-10-25,True,119A Botley Road,,119A,Botley rd
24/02883/HMOMAN,"123 Headley Way, OX3 7SS",7.0,,2024-10-26,2025-10-25,2025-10-25,True,"123 Headley Way, Ox3 7Ss",OX3 7SS,123,Headley Way
24/02884/HMOCBF,"2 Cottesmore Road, OX4 4TX",9.0,3.0,2024-10-04,2025-11-27,2025-11-27,True,"2 Cottesmore Road, Ox4 4Tx",OX4 4TX,2,Cottesmore rd
24/02885/HMOMAN,"55 Henley Street, OX4 1ES",5.0,5.0,2024-10-25,2025-10-24,2025-10-24,True,"55 Henley Street, Ox4 1Es",OX4 1ES,55,Henley st
24/02886/HMOMAN,"6 Burchester Avenue, OX3 9NA",7.0,5.0,2024-10-30,2025-10-29,2025-10-29,True,"6 Burchester Avenue, Ox3 9Na",OX3 9NA,6,Burchester ave
24/02887/HMOADD,"11 Norton Close, OX3 7BQ",4.0,,2024-10-30,2027-03-18,2027-03-18,True,"11 Norton Close, Ox3 7Bq",OX3 7BQ,11,Norton cl
24/02888/HMOMAN,"124A Cowley Road, OX4 1JE",7.0,7.0,2024-10-05,2025-11-27,2025-11-27,True,"124A Cowley Road, Ox4 1Je",OX4 1JE,124A,Cowley rd
24/02889/HMOMAN,"9 William Kimber Crescent, OX3 8LW",5.0,,2024-10-05,2025-11-27,2025-11-27,True,"9 William Kimber Crescent, Ox3 8Lw",OX3 8LW,9,William Kimber Crescent
24/02890/HMOMAN,"19 Harefields, OX2 8HG",5.0,5.0,2024-10-06,2025-12-01,2025-12-01,True,"19 Harefields, Ox2 8Hg",OX2 8HG,19,Harefields
24/02891/HMOMAN,"34 St Michael's Street, OX1 2EB",7.0,7.0,2024-10-07,2025-12-02,2025-12-02,True,"34 St Michael'S Street, Ox1 2Eb",OX1 2EB,34,st Michael'S st
24/02892/HMOMAN,"4 Cavendish Drive, Marston, OX3 0SB",7.0,,2024-10-09,2025-11-27,2025-11-27,True,"4 Cavendish Drive, Marston, Ox3 0Sb",OX3 0SB,4,Cavendish dr
24/02894/HMOADD,"19 Belvedere Road, OX4 2AZ",4.0,4.0,2024-10-13,2025-11-27,2025-11-27,True,"19 Belvedere Road, Ox4 2Az",OX4 2AZ,19,Belvedere rd
24/02899/HMOADD,"1A Alesworth Grove, OX3 9RD",3.0,3.0,2024-10-18,2025-10-17,2025-10-17,True,"1A Alesworth Grove, Ox3 9Rd",OX3 9RD,1A,Alesworth grv
24/02902/HMOADD,"6 Outram Road, OX4 3PE",4.0,,2024-10-26,2026-01-04,2026-01-04,True,"6 Outram Road, Ox4 3Pe",OX4 3PE,6,Outram rd
24/02903/HMOMAN,"69 Iffley Road, OX4 1EF",6.0,,2024-10-27,2026-10-26,2026-10-26,True,"69 Iffley Road, Ox4 1Ef",OX4 1EF,69,Iffley rd
24/02905/HMOMAN,"6 St Mary's Road, OX4 1PX",6.0,,2024-11-01,2025-10-31,2025-10-31,True,"6 St Mary'S Road, Ox4 1Px",OX4 1PX,6,st Mary'S rd
24/02906/HMOMAN,"92 Dene Road, OX3 7EG",5.0,,2024-10-19,2026-10-18,2026-10-18,True,"92 Dene Road, Ox3 7Eg",OX3 7EG,92,Dene rd
24/02907/HMOMAN,"69 Howard Street, OX4 3AY",12.0,,2024-10-26,2025-10-25,2025-10-25,True,"69 Howard Street, Ox4 3Ay",OX4 3AY,69,Howard st
24/02908/HMOMAN,"57 Long Lane, OX4 3TN",5.0,5.0,2024-10-31,2025-10-30,2025-10-30,True,"57 Long Lane, Ox4 3Tn",OX4 3TN,57,Long ln
24/02910/HMOADD,"59 Catherine Street, OX4 3AH",4.0,4.0,2021-10-18,2026-10-17,2026-10-17,True,"59 Catherine Street, Ox4 3Ah",OX4 3AH,59,Catherine st
24/02911/HMOADD,"39 Valentia Road, OX3 7PN",4.0,5.0,2024-10-09,2025-10-08,2025-10-08,True,"39 Valentia Road, Ox3 7Pn",OX3 7PN,39,Valentia rd
24/02913/HMOMAN,"75 St Mary's Road, OX4 1QD",6.0,,2024-10-22,2025-11-24,2025-11-24,True,"75 St Mary'S Road, Ox4 1Qd",OX4 1QD,75,st Mary'S rd
24/02914/HMOADD,"17 Lake Street, OX1 4RN",4.0,,2024-10-15,2026-10-14,2026-10-14,True,"17 Lake Street, Ox1 4Rn",OX1 4RN,17,Lake st
24/02915/HMOMAN,"8 Nye Bevan Close, OX4 1GB",5.0,4.0,2024-10-05,2025-10-04,2025-10-04,True,"8 Nye Bevan Close, Ox4 1Gb",OX4 1GB,8,Nye Bevan cl
24/02916/HMOADD,"109 Marlborough Road, OX1 4LX",4.0,4.0,2024-10-21,2025-10-20,2025-10-20,True,"109 Marlborough Road, Ox1 4Lx",OX1 4LX,109,Marlborough rd
24/02918/HMOMAN,"11 George Moore Close, OX4 4BZ",5.0,4.0,2024-10-25,2025-10-24,2025-10-24,True,"11 George Moore Close, Ox4 4Bz",OX4 4BZ,11,George Moore cl
24/02919/HMOMAN,"8 Crown Street, OX4 1QG",6.0,6.0,2024-10-13,2025-10-12,2025-10-12,True,"8 Crown Street, Ox4 1Qg",OX4 1QG,8,Crown st
24/02920/HMOADD,"91 Percy Street, OX4 3AD",4.0,4.0,2024-10-19,2025-10-18,2025-10-18,True,"91 Percy Street, Ox4 3Ad",OX4 3AD,91,Percy st
24/02921/HMOMAN,"291B Iffley Road, OX4 4AQ",5.0,5.0,2024-10-31,2025-12-11,2025-12-11,True,"291B Iffley Road, Ox4 4Aq",OX4 4AQ,291B,Iffley rd
24/02923/HMOMAN,"37 Iffley Road, OX4 1EA",7.0,7.0,2024-10-23,2025-12-01,2025-12-01,True,"37 Iffley Road, Ox4 1Ea",OX4 1EA,37,Iffley rd
24/02924/HMOMAN,"8 James Street, OX4 1ET",7.0,7.0,2024-10-27,2026-10-26,2026-10-26,True,"8 James Street, Ox4 1Et",OX4 1ET,8,James st
24/02925/HMOMAN,"2A Crescent Road, OX4 2PB",5.0,,2024-10-08,2025-10-07,2025-10-07,True,"2A Crescent Road, Ox4 2Pb",OX4 2PB,2A,Crescent rd
24/02927/HMOMAN,"33 Southfield Road, OX4 1NX",6.0,6.0,2024-11-01,2026-12-12,2026-12-12,True,"33 Southfield Road, Ox4 1Nx",OX4 1NX,33,Southfield rd
24/02928/HMOADD,"8 Venneit Close, OX1 1HZ",3.0,,2024-10-25,2026-01-30,2026-01-30,True,"8 Venneit Close, Ox1 1Hz",OX1 1HZ,8,Venneit cl
24/02929/HMOMAN,"1 Coverley Road, OX3 7ET",6.0,,2024-10-24,2025-10-23,2025-10-23,True,"1 Coverley Road, Ox3 7Et",OX3 7ET,1,Coverley rd
24/02930/HMOADD,"14 John Buchan Road, OX3 9QN",4.0,,2024-10-27,2026-12-01,2026-12-01,True,"14 John Buchan Road, Ox3 9Qn",OX3 9QN,14,John Buchan rd
24/02931/HMOADD,"6B Rectory Road, OX4 1BW",4.0,4.0,2024-10-20,2025-10-19,2025-10-19,True,"6B Rectory Road, Ox4 1Bw",OX4 1BW,6B,Rectory rd
